Date,Location,PM2.5 (μg/m³),PM10 (μg/m³),O3 (ppm),CO (ppm),SO2 (ppm),NO2 (ppm),AQI,Category,Monitoring Station,Station Type,Operational Status
2023-12-07,"Augusco, Central, Ghana",268.4872114467068,370.45202807603573,26.9630555208482,2.4465505460471304,19.127737103739705,21.218409989590413,337,Hazardous,Station 1,Suburban,Active
2023-12-08,"Bakaano, Central, Ghana",296.46996742085156,158.1350748646534,180.27360169772584,4.213008816333646,51.71179308569195,46.61063759697173,359,Hazardous,Station 3,Rural,Active
2023-12-09,"Bakaano, Central, Ghana",290.0431039189056,50.94619403300676,102.28757143066748,8.388393367652704,90.80836870598544,190.07595029641863,128,Unhealthy for Sensitive Groups,Station 2,Suburban,Active
2023-12-10,"Bakaano, Central, Ghana",45.743418698877434,180.11695940021394,275.1804199733042,8.77120467662288,80.43744141377006,191.66553729627736,266,Very Unhealthy,Station 2,Rural,Active
2023-12-11,"Bakaano, Central, Ghana",438.7304313151902,135.19664319226277,121.97716120784168,2.431799802642259,6.582984336315379,19.5414550773517,475,Hazardous,Station 3,Rural,Active
2023-12-12,"Augusco, Central, Ghana",132.80002129435303,421.35595108027746,42.98443761079233,5.505706345413643,69.25728000775818,2.999700075427336,440,Hazardous,Station 3,Suburban,Active
2023-12-13,"Augusco, Central, Ghana",64.75746064140209,156.67395879257157,214.4156500506108,1.9249315063582706,57.18975224589538,32.22000465128445,472,Hazardous,Station 2,Suburban,Active
2023-12-14,"Bakaano, Central, Ghana",444.3740399344886,394.4662358880036,88.00602643230295,1.0187876413955654,90.74631763464255,199.20255667644966,433,Hazardous,Station 1,Rural,Active
2023-12-15,"Pedu, Central, Ghana",477.82574911487666,445.9360724053674,157.64109220676795,9.111205013919575,12.248141685029722,35.99992332213737,150,Unhealthy for Sensitive Groups,Station 1,Suburban,Active
2023-12-16,"Pedu, Central, Ghana",431.0638086327253,216.90870978826476,209.34983565155102,8.205075042321091,53.40361132046566,100.50952134440463,414,Hazardous,Station 1,Suburban,Active
2023-12-17,"Augusco, Central, Ghana",404.75803736243904,454.971571927196,270.0792333606211,7.600349018031739,87.94626935118923,169.6835452861022,477,Hazardous,Station 2,Rural,Active
2023-12-18,"Pedu, Central, Ghana",327.62099031951084,188.6590269815964,237.65735844050283,0.4876631881314042,41.0023786741743,4.080322137641268,297,Very Unhealthy,Station 1,Suburban,Active
2023-12-19,"Augusco, Central, Ghana",275.4286853045696,482.0392082450541,202.90832036181723,8.437287927102574,48.19949177328671,120.8977964516919,98,Moderate,Station 1,Rural,Active
2023-12-20,"Bakaano, Central, Ghana",43.493379955705066,44.644762262786465,203.88995471854307,4.380440759053838,7.046067766695829,55.405089773924864,262,Very Unhealthy,Station 3,Rural,Active
2023-12-21,"Augusco, Central, Ghana",204.22660653534936,343.5096332516214,283.777393209626,3.423951232958596,27.814364044891082,172.4669832879463,251,Very Unhealthy,Station 3,Suburban,Active
2023-12-22,"Bakaano, Central, Ghana",186.344258506157,246.90702022846435,88.7472292489608,5.4647636102537644,32.45066491689473,56.692229852815835,143,Unhealthy for Sensitive Groups,Station 2,Suburban,Active
2023-12-23,"Augusco, Central, Ghana",129.8768918801631,193.82440272782353,0.33362825885622227,0.9135324272355583,94.51224487448869,137.35114405638177,345,Hazardous,Station 3,Rural,Active
2023-12-24,"Bakaano, Central, Ghana",361.71005684429247,316.3559393743005,81.58636781945961,7.566465493523989,28.266736054115903,134.84392648947937,111,Unhealthy for Sensitive Groups,Station 1,Rural,Active
2023-12-25,"Bakaano, Central, Ghana",247.9378675393854,351.92854581716557,65.3674138880232,5.824350768882959,46.0868735269652,44.298709771928,499,Hazardous,Station 3,Suburban,Active
2023-12-26,"Pedu, Central, Ghana",40.52310795382397,2.1816348251545437,198.55037553419945,1.8659009687316752,67.13044235642798,6.959839973670023,59,Moderate,Station 3,Rural,Active
2023-12-27,"Augusco, Central, Ghana",110.09160097490567,83.47654437359935,190.11347992965872,1.882321997690456,16.21833724078774,81.84991475707946,368,Hazardous,Station 3,Suburban,Active
2023-12-28,"Bakaano, Central, Ghana",341.629381829798,356.52302531715935,178.03841481141714,1.8424865157267423,48.64423871418745,57.83863039317394,1,Good,Station 2,Suburban,Active
2023-12-29,"Pedu, Central, Ghana",38.06542974515009,333.1927067891032,4.87303296283611,0.5700238755193399,73.85390394759077,161.7955499227417,384,Hazardous,Station 1,Rural,Active
2023-12-30,"Pedu, Central, Ghana",425.60345702438434,483.0237525643386,218.63341633519425,5.877984493716848,86.6855213027066,160.07283769106905,303,Hazardous,Station 3,Rural,Active
2023-12-31,"Pedu, Central, Ghana",247.57326350698716,380.5188951253915,97.05912374564745,8.403481775885082,62.62592746624267,91.4047904385251,253,Very Unhealthy,Station 1,Suburban,Active
2024-01-01,"Pedu, Central, Ghana",240.293288663324,475.38635386566904,199.51679670198934,0.174982139873886,66.90535153169479,121.30244506464378,139,Unhealthy for Sensitive Groups,Station 1,Rural,Active
2024-01-02,"Bakaano, Central, Ghana",296.2038923297588,351.27025076740347,166.973528550646,0.4900464497127355,12.628347258456895,120.85190319738504,452,Hazardous,Station 1,Suburban,Active
2024-01-03,"Augusco, Central, Ghana",412.3404829625746,149.02610431972158,102.81927762837215,5.727702766869458,94.57764972463471,165.43162968552468,36,Good,Station 1,Rural,Active
2024-01-04,"Bakaano, Central, Ghana",173.90460395109653,52.68246112542824,40.37288013123232,8.194956853860523,13.257407748448236,85.0004828246395,159,Unhealthy,Station 1,Suburban,Active
2024-01-05,"Augusco, Central, Ghana",339.0080762795318,390.9119316724678,28.325669298144284,3.267388905686336,77.46729371817983,55.08933595810181,8,Good,Station 1,Rural,Active
2024-01-06,"Pedu, Central, Ghana",282.8659819978955,322.074610737958,249.45549993366706,3.496143988077222,26.481632177831884,53.006983628109495,232,Very Unhealthy,Station 3,Suburban,Active
2024-01-07,"Augusco, Central, Ghana",133.51413508471066,24.093006196648115,275.5192626244674,5.963464974967759,93.35931437012516,107.23845585644082,98,Moderate,Station 3,Suburban,Active
2024-01-08,"Augusco, Central, Ghana",439.31499317757897,180.02523295048917,194.93641402928986,2.74212889124147,71.99595393694796,89.82964054644252,146,Unhealthy for Sensitive Groups,Station 1,Suburban,Active
2024-01-09,"Augusco, Central, Ghana",398.71301080346404,478.39990774214306,31.03023445814501,0.2660836607768413,75.38137129783689,88.02415419698724,303,Hazardous,Station 3,Rural,Active
2024-01-10,"Pedu, Central, Ghana",329.22591732921273,250.2005728551006,120.60816506647221,7.352285181015961,21.905917305988332,18.227467817941445,207,Very Unhealthy,Station 1,Suburban,Active
2024-01-11,"Bakaano, Central, Ghana",425.290864547121,216.36456800985232,218.68176003154716,6.256499129414531,44.30399766351608,143.7207481380391,130,Unhealthy for Sensitive Groups,Station 2,Rural,Active
2024-01-12,"Pedu, Central, Ghana",433.64710047990116,228.849802579647,233.94626520302043,5.807559990556591,61.78131945892864,42.74733759638214,403,Hazardous,Station 3,Rural,Active
2024-01-13,"Bakaano, Central, Ghana",354.18148835751737,104.44136200258185,35.46558668732658,7.416841289918231,76.99736182066009,39.39072604174427,151,Unhealthy,Station 1,Suburban,Active
2024-01-14,"Bakaano, Central, Ghana",418.506664181836,184.3535854323976,0.009215653614724761,6.752308375620375,10.395937591238958,82.5516640554787,53,Moderate,Station 1,Rural,Active
2024-01-15,"Augusco, Central, Ghana",348.7357308346418,184.9066279935883,213.6411137641815,2.0588198817832115,96.23653164545284,45.55566832356028,119,Unhealthy for Sensitive Groups,Station 1,Rural,Active
2024-01-16,"Augusco, Central, Ghana",340.0703858801502,26.1775100937362,106.97885279586168,3.524810469433511,89.0220670554556,116.77165346160308,160,Unhealthy,Station 2,Suburban,Active
2024-01-17,"Bakaano, Central, Ghana",309.3056891075922,383.7838142589591,76.34439948547808,1.26110141678625,27.034859049558435,74.2926678668943,407,Hazardous,Station 2,Suburban,Active
2024-01-18,"Bakaano, Central, Ghana",376.3583197788206,208.2522159519395,3.869240936857632,1.2985701341788103,82.2760243032332,89.78234451855802,115,Unhealthy for Sensitive Groups,Station 3,Rural,Active
2024-01-19,"Pedu, Central, Ghana",79.30255264653685,411.08994340821164,162.0898220284499,6.761957463565392,51.832392303982346,107.43386432080577,74,Moderate,Station 3,Suburban,Active
2024-01-20,"Pedu, Central, Ghana",440.4353795994642,425.1740005599477,255.34522062779453,8.586001069824983,46.18064815620186,40.70710449636097,112,Unhealthy for Sensitive Groups,Station 1,Suburban,Active
2024-01-21,"Bakaano, Central, Ghana",435.921763872616,105.99702734932903,287.28949388177637,9.627325838611391,31.44341058114054,31.15032457310596,455,Hazardous,Station 1,Rural,Active
2024-01-22,"Bakaano, Central, Ghana",14.623641517279573,328.6767410850643,169.72348518398675,6.283471175494444,58.096858663159246,176.08438057472097,419,Hazardous,Station 3,Suburban,Active
2024-01-23,"Pedu, Central, Ghana",412.9083752823813,236.14090208149085,154.33839832196824,1.8410132336095697,72.98891177035978,86.74474056628421,421,Hazardous,Station 1,Rural,Active
2024-01-24,"Augusco, Central, Ghana",64.4349337367226,440.0783689607425,25.516915646772333,1.056503454489307,41.09329049627583,82.41872192650783,103,Unhealthy for Sensitive Groups,Station 2,Suburban,Active
2024-01-25,"Augusco, Central, Ghana",167.55942712957093,107.87033958822705,164.66184046277994,8.128509715367578,62.92191930082921,7.122430054568296,339,Hazardous,Station 1,Rural,Active
2024-01-26,"Augusco, Central, Ghana",371.75412814580386,338.9066001550221,113.99372368961839,5.787564763599993,69.93129211553037,99.59526051747865,253,Very Unhealthy,Station 1,Suburban,Active
2024-01-27,"Pedu, Central, Ghana",80.3799480241541,303.87606112636126,182.14058426507307,6.1828502101371985,71.11218170152858,110.83394432220001,226,Very Unhealthy,Station 1,Rural,Active
2024-01-28,"Bakaano, Central, Ghana",408.9835120595311,147.6507387859164,116.61790436296401,7.814620887547092,5.196609813118025,111.7681741909333,111,Unhealthy for Sensitive Groups,Station 3,Rural,Active
2024-01-29,"Pedu, Central, Ghana",416.06708897887097,68.30045182558631,72.08973703511002,7.032772277324516,85.97478056850669,141.40623386457688,472,Hazardous,Station 2,Rural,Active
2024-01-30,"Bakaano, Central, Ghana",253.7338668804181,325.8198802386383,28.48958256851295,8.344582528560966,45.82533147650479,35.496366998202355,98,Moderate,Station 2,Rural,Active
2024-01-31,"Bakaano, Central, Ghana",3.19293585841679,369.2987290661653,94.47553337666872,0.5621390545987848,26.241608169621443,50.44462684612376,152,Unhealthy,Station 2,Rural,Active
2024-02-01,"Pedu, Central, Ghana",143.5190665874564,157.813671881675,28.993450286325682,7.475206367465049,24.176450747968158,162.14609304608254,348,Hazardous,Station 2,Rural,Active
2024-02-02,"Pedu, Central, Ghana",308.4634591878711,322.4163020111569,53.06908524719518,8.508527573220954,48.301411284395044,189.4341233686788,401,Hazardous,Station 2,Suburban,Active
2024-02-03,"Pedu, Central, Ghana",490.59308901371173,197.56545380575164,296.20084757386377,2.8613504245831436,88.68315394689591,27.186549473464126,383,Hazardous,Station 2,Rural,Active
2024-02-04,"Pedu, Central, Ghana",315.90676350833417,356.60344164130885,133.2310670719856,6.404472739932529,37.83475816826469,99.52991090104364,365,Hazardous,Station 1,Suburban,Active
2024-02-05,"Pedu, Central, Ghana",129.9017905320799,99.60763744702655,159.56152995150495,3.141620638369721,74.97257467835433,42.83525054791737,337,Hazardous,Station 1,Rural,Active
2024-02-06,"Bakaano, Central, Ghana",317.00285154980565,445.1075013180872,262.0855586211646,9.57971066482454,9.68187309872186,12.014633670996488,193,Unhealthy,Station 3,Rural,Active
2024-02-07,"Pedu, Central, Ghana",269.99268985792776,143.70479823278987,298.67067014720635,0.33423572435503757,47.60567021510618,65.10066762522709,309,Hazardous,Station 3,Rural,Active
2024-02-08,"Augusco, Central, Ghana",389.9226975755718,183.89299387807645,174.81433480340445,5.79792843832955,99.16861403927356,28.73752503684255,162,Unhealthy,Station 1,Rural,Active
2024-02-09,"Augusco, Central, Ghana",53.490319413479206,29.045976040174892,243.74214631325148,1.6650354704951509,77.0437802792337,141.98661468684926,207,Very Unhealthy,Station 2,Suburban,Active
2024-02-10,"Bakaano, Central, Ghana",380.513951251014,55.7561061606382,98.08230730100259,7.122202051771587,21.0528488440613,106.74508273428889,444,Hazardous,Station 3,Rural,Active
2024-02-11,"Bakaano, Central, Ghana",270.63328933805514,257.9309513561641,91.72318723418734,1.7589028341866209,50.14414736979107,28.766894198062175,168,Unhealthy,Station 1,Rural,Active
2024-02-12,"Pedu, Central, Ghana",481.4960019294973,133.79633836398574,120.81111629836806,2.3538326189835757,23.362476364856654,1.8483176811028734,483,Hazardous,Station 2,Suburban,Active
2024-02-13,"Pedu, Central, Ghana",170.93608301934304,417.7401128710972,201.75217880209473,4.943708110457581,40.95609272625092,161.63140980484255,160,Unhealthy,Station 1,Suburban,Active
2024-02-14,"Pedu, Central, Ghana",316.31094656697405,7.346694327476921,204.65750677652963,9.14834949996878,78.00840237349648,35.23888123284951,67,Moderate,Station 2,Suburban,Active
2024-02-15,"Augusco, Central, Ghana",466.0140527550087,189.5470243359681,94.57183039483525,2.1171437214797084,77.12248152904037,121.24332844415319,288,Very Unhealthy,Station 2,Suburban,Active
2024-02-16,"Augusco, Central, Ghana",51.254863995339626,168.67277338454633,39.96297724098861,1.4424002111810352,22.810037790238514,67.38438261534911,397,Hazardous,Station 2,Rural,Active
2024-02-17,"Augusco, Central, Ghana",468.61424361822554,9.663815458800517,189.71887693965257,7.589768318540306,92.22233181548602,117.09718766300712,276,Very Unhealthy,Station 1,Rural,Active
2024-02-18,"Bakaano, Central, Ghana",343.94286115040666,62.18419950025511,38.49775865662936,5.00619532333931,59.25681827648268,63.130725396464804,303,Hazardous,Station 1,Suburban,Active
2024-02-19,"Bakaano, Central, Ghana",33.91852955258595,206.82133745931765,173.54775246879902,9.117851123817713,37.992429096201455,17.387912138450833,403,Hazardous,Station 2,Suburban,Active
2024-02-20,"Bakaano, Central, Ghana",150.48178347340811,246.43229222372332,208.0266384168927,1.4661455715984228,50.19355807808606,44.59000171155072,383,Hazardous,Station 1,Rural,Active
2024-02-21,"Bakaano, Central, Ghana",354.0860443226408,202.14487362743455,210.1834489183355,6.4592789302303935,60.50712534377437,37.61171329581512,391,Hazardous,Station 1,Rural,Active
2024-02-22,"Pedu, Central, Ghana",33.67530073438585,265.46883920604694,226.041633197879,2.3287914615181506,55.98905318457854,85.60387048792877,134,Unhealthy for Sensitive Groups,Station 2,Rural,Active
2024-02-23,"Augusco, Central, Ghana",291.08523008813665,297.56583745284075,261.8578264696994,1.567604286516393,48.64050355361782,131.65675668523147,194,Unhealthy,Station 1,Suburban,Active
2024-02-24,"Bakaano, Central, Ghana",172.94152847647837,4.961910563917815,149.98769758943652,6.834294151572705,50.49328040894001,52.76121498927151,400,Hazardous,Station 2,Rural,Active
2024-02-25,"Pedu, Central, Ghana",310.45775888373856,232.04757972675193,219.07475685887135,5.9368461990873325,17.641191042788616,2.41398706012359,127,Unhealthy for Sensitive Groups,Station 3,Rural,Active
2024-02-26,"Pedu, Central, Ghana",22.871016906256425,481.7496204437942,185.751820609751,7.5482745836233125,81.27329043046794,103.78747285295138,32,Good,Station 2,Rural,Active
2024-02-27,"Bakaano, Central, Ghana",435.7684030761881,259.51614006477433,55.99198193930477,3.0946257644618234,54.176031994101535,121.15189787179442,175,Unhealthy,Station 2,Rural,Active
2024-02-28,"Augusco, Central, Ghana",486.74448458869847,338.7711337294766,7.70689346082245,4.479716563821899,13.107986170470308,192.57409880036192,459,Hazardous,Station 2,Rural,Active
2024-02-29,"Pedu, Central, Ghana",484.4389276428457,155.9319289584416,85.36241570308013,4.054716763304185,76.61571015827779,117.89416061864937,442,Hazardous,Station 1,Rural,Active
2024-03-01,"Bakaano, Central, Ghana",374.82591587146237,386.99568907638127,132.91011190128583,9.840894639665143,93.24439783773508,94.23451187562837,370,Hazardous,Station 2,Suburban,Active
2024-03-02,"Pedu, Central, Ghana",65.04312006531599,386.46074093805754,185.1317833285969,2.922489567393879,94.7306899236962,114.68032517954076,469,Hazardous,Station 3,Rural,Active
2024-03-03,"Bakaano, Central, Ghana",379.1315979645113,260.6480238270695,254.98779915096162,2.9481723834676687,36.901773241117276,185.5801259724054,374,Hazardous,Station 3,Suburban,Active
2024-03-04,"Augusco, Central, Ghana",12.293458229400755,488.0069116396068,58.87371501184969,3.545482088286074,13.551687356075403,165.67562912032926,21,Good,Station 2,Rural,Active
2024-03-05,"Augusco, Central, Ghana",11.061775764498627,62.77510738132669,37.66493696954313,5.645940812903215,51.839962663306515,64.5957466727616,237,Very Unhealthy,Station 3,Suburban,Active
2024-03-06,"Bakaano, Central, Ghana",161.80510957477063,8.473832444790496,289.0439842422983,2.5232274426374524,11.260922934922068,47.45087273142745,157,Unhealthy,Station 3,Rural,Active
2024-03-07,"Pedu, Central, Ghana",244.32159520233287,385.079105878548,32.41336781292213,9.15289940379274,93.39874185126172,52.526722473214726,37,Good,Station 2,Suburban,Active
2024-03-08,"Bakaano, Central, Ghana",385.2037089038966,403.5777686824413,143.54732103215676,2.656855648662635,18.357962735514597,100.8842079430426,229,Very Unhealthy,Station 1,Suburban,Active
2024-03-09,"Augusco, Central, Ghana",341.6476883032526,60.10361456028812,175.66911863799055,8.958157315601946,25.276585995116406,148.80989024571556,364,Hazardous,Station 2,Rural,Active
2024-03-10,"Pedu, Central, Ghana",222.95135318837416,132.79141647930302,162.41232627223147,1.0347506364658465,40.663652688497045,100.64384143659242,50,Good,Station 1,Rural,Active
2024-03-11,"Bakaano, Central, Ghana",136.81333314083292,8.776181683314455,25.80964710988296,6.565627023996523,38.31644685591258,13.559279165622517,437,Hazardous,Station 3,Rural,Active
2024-03-12,"Bakaano, Central, Ghana",498.5622500788556,146.65430539028236,17.10807420108581,9.069855184382437,79.4662892397889,144.7161400879962,263,Very Unhealthy,Station 3,Suburban,Active
2024-03-13,"Augusco, Central, Ghana",213.09065111798648,386.57093695933577,31.6450282383107,1.6874943839822953,45.631682055096235,161.19402573419077,282,Very Unhealthy,Station 1,Suburban,Active
2024-03-14,"Pedu, Central, Ghana",225.69351216483773,258.98026385628947,175.67630516178374,9.68326960099255,17.07682600033369,57.89957302394393,26,Good,Station 3,Rural,Active
2024-03-15,"Augusco, Central, Ghana",81.81191059583459,174.04779658414404,163.30346629029634,4.528833604155117,26.72098954860741,132.82514785667007,225,Very Unhealthy,Station 1,Suburban,Active
2024-03-16,"Augusco, Central, Ghana",397.4047743749647,185.86964745316516,70.12223761102328,9.457151084410246,50.9113385187522,85.31838021087867,276,Very Unhealthy,Station 2,Rural,Active
2024-03-17,"Augusco, Central, Ghana",346.84111289074434,0.6768128577340771,191.33224255367747,6.76820043630047,14.745391742613489,177.82387114548857,285,Very Unhealthy,Station 3,Rural,Active
2024-03-18,"Pedu, Central, Ghana",110.38480639438019,149.90026378261794,246.02025061669482,3.0158686987355154,61.16556756460141,169.04511163214798,96,Moderate,Station 3,Suburban,Active
2024-03-19,"Augusco, Central, Ghana",41.19052280792135,323.22937081896526,12.47368795397813,1.8830252491710642,56.57473065511459,105.08639966192845,283,Very Unhealthy,Station 3,Rural,Active
2024-03-20,"Augusco, Central, Ghana",340.24965103735656,487.09722190817854,149.43898306441272,3.037350462250994,71.47023163822577,138.3011091627189,366,Hazardous,Station 2,Rural,Active
2024-03-21,"Pedu, Central, Ghana",327.25560714056763,423.53041349194973,206.7931236308071,0.9301740926267499,93.77046153793677,176.66994020442078,447,Hazardous,Station 2,Suburban,Active
2024-03-22,"Augusco, Central, Ghana",136.62976349910466,11.797482322764562,75.69357812090612,1.4386796634332977,91.22545611011557,99.1434020156551,480,Hazardous,Station 3,Suburban,Active
2024-03-23,"Pedu, Central, Ghana",475.4317811252052,449.28030233741964,92.33127158794473,1.0466044034648114,94.60756180688314,62.650148097764394,452,Hazardous,Station 2,Suburban,Active
2024-03-24,"Augusco, Central, Ghana",75.52894589045012,391.599206649313,184.09137089681514,4.229435437415577,24.471559702370094,150.73322758191625,316,Hazardous,Station 3,Suburban,Active
2024-03-25,"Pedu, Central, Ghana",216.16740052130095,390.1880617854902,269.38058803312106,7.955783762575864,13.156530663935461,44.01325095693836,303,Hazardous,Station 3,Rural,Active
2024-03-26,"Augusco, Central, Ghana",471.80796008379946,228.99787950178575,242.9773260908698,1.413835542163402,30.22767004964485,77.7062296012084,146,Unhealthy for Sensitive Groups,Station 2,Suburban,Active
2024-03-27,"Augusco, Central, Ghana",209.86365846306114,199.0026464772514,174.93906572987504,1.3032043317233588,89.50851727663147,173.14544742135874,3,Good,Station 3,Rural,Active
2024-03-28,"Pedu, Central, Ghana",319.26297383204275,151.45786441659632,219.06651532717476,6.434289495173307,97.20534746234883,144.884468053863,34,Good,Station 2,Suburban,Active
2024-03-29,"Bakaano, Central, Ghana",198.79719898139714,32.847429477182885,109.4467410623396,1.9718298196806627,85.9324951070476,80.76220104949985,191,Unhealthy,Station 2,Rural,Active
2024-03-30,"Bakaano, Central, Ghana",137.107601174335,114.11768174684956,192.2896584296273,0.976100381089916,11.00177211275436,42.94890048167148,48,Good,Station 2,Rural,Active
2024-03-31,"Pedu, Central, Ghana",491.9888239799141,123.30181748901231,139.8544773382671,1.6684857820557764,94.74279980597932,71.1936781664473,16,Good,Station 2,Suburban,Active
2024-04-01,"Augusco, Central, Ghana",204.66700315752152,242.0385348551008,56.980840937268276,9.23731395876776,42.3358027350786,56.8208298454866,171,Unhealthy,Station 1,Suburban,Active
2024-04-02,"Pedu, Central, Ghana",447.04960183956723,373.722203298347,210.52148216317715,8.214712527761908,0.9310290762353679,35.217857588770784,219,Very Unhealthy,Station 2,Suburban,Active
2024-04-03,"Pedu, Central, Ghana",114.97730294554309,236.9049141989733,166.9393912046466,3.540645623550941,44.23937407481936,148.66658271313133,157,Unhealthy,Station 2,Rural,Active
2024-04-04,"Bakaano, Central, Ghana",106.55235201254165,28.922224723580303,107.58647458607741,6.5582076732739285,4.606916967546759,50.4139773700343,476,Hazardous,Station 3,Rural,Active
2024-04-05,"Bakaano, Central, Ghana",15.56704144225568,478.89490049410193,273.4017570235892,5.372756736680381,54.387792116111754,90.83349403355277,45,Good,Station 1,Rural,Active
2024-04-06,"Bakaano, Central, Ghana",325.83341268794254,471.36215954705614,6.28023534801998,6.771242634825639,33.855402743705135,77.17188936722181,372,Hazardous,Station 1,Rural,Active
2024-04-07,"Bakaano, Central, Ghana",184.26317186188058,392.5947715742042,94.7319453748488,6.826711524627593,47.343493359404874,196.41547572712616,5,Good,Station 1,Suburban,Active
2024-04-08,"Bakaano, Central, Ghana",432.17912491981855,495.6639507821103,17.06441933329397,6.287340150599929,61.3170360743117,78.2184488296441,98,Moderate,Station 1,Suburban,Active
2024-04-09,"Pedu, Central, Ghana",236.60495334577857,272.2411664001315,229.95819486648816,2.661013685373086,86.88010958178202,15.996496559350959,379,Hazardous,Station 3,Suburban,Active
2024-04-10,"Bakaano, Central, Ghana",484.09671395736086,481.38417512660305,210.6322362341378,0.3900642076281813,66.19015764719286,17.965150514416806,232,Very Unhealthy,Station 2,Rural,Active
2024-04-11,"Bakaano, Central, Ghana",92.76275785156058,37.802520308375385,99.4056656208951,4.555667819901088,43.40488684781807,118.15074427061296,36,Good,Station 2,Suburban,Active
2024-04-12,"Augusco, Central, Ghana",434.3115839778054,182.84037413068566,202.69887066212192,8.909738846907038,81.9427853670365,119.87271034765313,279,Very Unhealthy,Station 3,Rural,Active
2024-04-13,"Augusco, Central, Ghana",388.2984263958709,112.69063400338291,118.78116785878495,5.694972585185759,90.55821375731323,83.75179809653099,348,Hazardous,Station 1,Rural,Active
2024-04-14,"Bakaano, Central, Ghana",385.460922322026,97.91654206713501,226.87613742673028,8.323910417019079,11.975996643219721,86.36873846240593,496,Hazardous,Station 2,Rural,Active
2024-04-15,"Pedu, Central, Ghana",422.39161405844385,70.40147444633804,136.2550988210118,9.916243429612281,53.19329775527915,10.786516568174243,301,Hazardous,Station 1,Rural,Active
2024-04-16,"Pedu, Central, Ghana",380.51199547149946,311.2068207829983,123.68391834949966,1.6361620413827627,28.451195974244413,103.30930207785245,180,Unhealthy,Station 3,Rural,Active
2024-04-17,"Pedu, Central, Ghana",313.1101608157077,390.66092787365255,280.4189746464903,6.917776391419823,4.706119787694741,100.94789507607034,94,Moderate,Station 3,Suburban,Active
2024-04-18,"Bakaano, Central, Ghana",65.62243884119378,289.1491997101803,75.26372996721007,6.742935737000247,66.85466951139854,29.90986371138891,98,Moderate,Station 1,Suburban,Active
2024-04-19,"Pedu, Central, Ghana",16.263089745625958,73.48135479410483,36.13420199896963,9.799554473582784,86.27707774592255,20.767877222185515,187,Unhealthy,Station 3,Suburban,Active
2024-04-20,"Augusco, Central, Ghana",460.4239239078434,405.5618849667355,175.36293397783746,9.856007339528004,16.290265447739404,24.7144981198981,480,Hazardous,Station 2,Suburban,Active
2024-04-21,"Pedu, Central, Ghana",308.325157260369,317.97735358186424,290.79654368525365,6.866786117241295,81.24136576239005,20.205649298251704,115,Unhealthy for Sensitive Groups,Station 3,Suburban,Active
2024-04-22,"Augusco, Central, Ghana",398.26864548808817,194.08285306349777,113.351764118156,2.4361479198219427,85.33957335369416,121.94163910735196,190,Unhealthy,Station 3,Suburban,Active
2024-04-23,"Augusco, Central, Ghana",240.76117575627504,337.06514776803147,18.611029088634456,7.9855583813059905,91.43404426664836,39.296530480583726,252,Very Unhealthy,Station 1,Suburban,Active
2024-04-24,"Augusco, Central, Ghana",58.65409448119724,129.95248962141642,101.79158019287023,1.070291342110381,26.528508908605243,50.28603043749269,468,Hazardous,Station 1,Rural,Active
2024-04-25,"Pedu, Central, Ghana",62.59289610127522,172.59610424710525,151.77949629586755,7.806993041716287,90.39530651898893,34.71442883028794,415,Hazardous,Station 1,Suburban,Active
2024-04-26,"Bakaano, Central, Ghana",342.78264361448566,458.7429215659951,48.57690198966411,9.101961241446965,32.06627547364322,191.5670608897006,470,Hazardous,Station 1,Suburban,Active
2024-04-27,"Pedu, Central, Ghana",215.15294744973136,145.25225283571018,197.43066541694762,3.8283339476843525,55.23380134555028,170.9234926303671,160,Unhealthy,Station 2,Rural,Active
2024-04-28,"Augusco, Central, Ghana",100.26236335016836,234.9941340789683,299.3248167030602,6.306352949830805,5.050747083228213,46.098967470304174,255,Very Unhealthy,Station 3,Suburban,Active
2024-04-29,"Augusco, Central, Ghana",245.79727337071844,445.0705686980073,135.52184279443316,4.301427320968263,4.388108836874361,65.5132587844252,322,Hazardous,Station 1,Rural,Active
2024-04-30,"Augusco, Central, Ghana",32.104468537567044,353.8606751337637,106.41856701906379,4.3776505498812845,72.03732127322029,41.97856846099943,127,Unhealthy for Sensitive Groups,Station 3,Rural,Active
2024-05-01,"Pedu, Central, Ghana",290.9857009571994,31.101613082351378,120.21125005033998,3.1037088910812005,44.4479977977791,98.37519189216475,17,Good,Station 2,Suburban,Active
2024-05-02,"Augusco, Central, Ghana",134.49670221754883,73.65152213948517,34.54385351856034,7.621296204503246,25.629237536921757,3.922106494850719,280,Very Unhealthy,Station 1,Rural,Active
2024-05-03,"Pedu, Central, Ghana",398.7795503185941,3.920795385958409,264.9820804278671,9.361765641665052,19.04134960249102,134.27360177935915,489,Hazardous,Station 1,Suburban,Active
2024-05-04,"Pedu, Central, Ghana",155.18097946178688,315.4608951145817,124.4476966564056,9.40750859234461,66.9953490859218,104.63162996352833,222,Very Unhealthy,Station 3,Suburban,Active
2024-05-05,"Bakaano, Central, Ghana",227.6100745409006,223.83671270520915,116.18232342745239,1.7478128487493383,0.04015440253398728,179.72778566022066,53,Moderate,Station 1,Suburban,Active
2024-05-06,"Bakaano, Central, Ghana",5.810269954050318,67.13742545113777,197.9070818791423,8.74743649656566,80.58911691968542,32.878536865682825,57,Moderate,Station 2,Rural,Active
